text,label
"upon the effective date, abbvie hereby grants to harpoon a non-exclusive, royalty-free license, without the right to grant sublicenses (other than to permitted subcontractors of harpoon in accordance with section 3.7), under the abbvie patents, abbvie know-how, and abbvies interests in the joint patents and the joint know-how, to develop and manufacture the licensed compounds or licensed products in the territory solely to the extent necessary for harpoon to perform its obligations as set forth in, and subject to, the initial development plan.",0.0
"except as otherwise agreed hereunder, if party a or its subsidiaries fail to pay the service fee in full on schedule according to provisions of article 4.1 and article 4.2, then party a or its subsidiaries shall, in addition to the continuance of the payment of service fee in full, it shall pay party b the liquidated damages at a daily interest rate of 0.03% in respect of the outstanding service fee.",2.0
"if and to the extent that, as a matter of law in any jurisdiction, ownership, title, or any rights or interest in or to any of the assigned ip cannot be assigned as provided in section 2.1(b)(i), (a) the seller irrevocably agrees to (and shall cause the other seller parties to) assign and transfer, and the seller hereby assigns and transfers (and shall cause the other seller parties to assign and transfer) to the purchaser assignees all rights (including all economic and commercialization rights) that can be assigned pursuant to section 2.1(b)(i) to the fullest extent permissible, and (b) the seller hereby grants to the purchaser assignees, and hereby agrees to cause the other seller parties to grant to the purchaser assignees, an unlimited, exclusive, irrevocable, assignable, transferable, sublicenseable, worldwide, perpetual, royalty-free, fully-paid up license to use, exploit, and commercialize in any manner now known or in the future discovered and for whatever purpose, any and all rights to assigned ip that cannot be assigned as contemplated by section 2.1(b)(i).",2.0
"during the term (including any renewal term, if any), in the event that musclepharm shall determine to develop and introduce a new product into the market, musclepharm shall provide the as parties with a sample of the name, design, marketing plan and an actual sample of such new product (the sample) and the as parties shall have a right of first refusal (exercisable by written notice to musclepharm within 15 days after receipt of the sample) to include such new product in the as product line, it being understood that there shall initially be no less than four (4) products at the start of the term and thereafter no more than 8 (eight) products in the as product line without the mutual written agreement of the parties hereto.",1.0
"notwithstanding the foregoing, unless this agreement was terminated for a material breach, all provisions of this agreement shall survive to the extent necessary for i-escrow to complete any customer transactions which are pending at the time of expiration or termination.",1.0
"this agreement or the performance, enforcement, breach or termination hereof shall be interpreted, governed by and construed in accordance with the laws of the state of delaware, united states, excluding any conflicts or choice of law rule or principle that might otherwise refer construction or interpretation of this agreement to the substantive law of another jurisdiction; provided that all questions concerning (a) inventorship of patents under this agreement shall be determined in accordance with section 7.1.3 and (b) the construction or effect of patents shall be determined in accordance with the laws of the country or other jurisdiction in which the particular patent has been filed or granted, as the case may be.",0.0
"without affecting section 10 or the respective obligations of the parties under the confidentiality agreement and except for any liability (i) relating to any breach associated with the unauthorized use of intellectual property, (ii) arising from the intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or regulation, the total aggregate liability of one party to another party for any claim relating to any breach of this agreement (or any purchase order or other agreement entered into in connection with this agreement) (a claim) shall be limited to the aggregate amount of the purchase prices paid by distributor to accuray for products pursuant to this agreement (or any purchase order or other agreement entered into in connection with this agreement) during the twelve calendar months preceding the date of the notification to the other party of such claim less any amounts paid or payable in respect of any other claim of which the other party was notified during such twelve month period.",2.0
"after the launch date, i-escrow shall pay 2themart advertising fees based on the number of transaction inquiries.",1.0
"notwithstanding any other provision of this agreement, each partys total liability in respect of damages under this agreement, any regulation or common law shall be limited to the sum of all amounts received from client in terms of this agreement; provided, however, that this limitation shall not apply with respect to any claims arising out of or relating to clause 6 (inventions and proprietary information), indemnification obligations or damages arising from a partys gross negligence or willful misconduct.",2.0
"subject to the provisions of this agreement, and with effect from the date when the party signing last in time appends its signature to this agreement (the effective date), and enduring in perpetuity unless terminated as provided for elsewhere in this agreement, sap africa grants, and telkom accepts a non-exclusive, non-transferable licence to use the software, documentation and other sap africa proprietary information at the specified designated site within the territory.",0.0
"common stock of the company (calculated on an as-converted basis and as adjusted for any stock split, stock dividend, recapitalization or similar transaction).",2.0
"nettaxi hereby grants to ----------------------------------------- spinrecords.com a non-exclusive, worldwide, nontransferable, revocable, royalty free license to use the nettaxi brand features as the same may be modified from time to time for the purposes of this agreement",0.0
"the validity, interpretation, and performance of this agreement shall be controlled by and construed under the laws of the state of new york, united states of america, as if performed wholly within the state and without giving effect to the principles of conflicts of law, and the state and federal courts of california shall have jurisdiction over any claim arising under this agreement.",0.0
"each party (the granting party) hereby grants the ------------------ -------------- other party (the using party) a limited license to use its brand features in ----------- connection with the marketing, distribution, provision of access to, and support of the service.",0.0
"subject to the terms and conditions of this agreement, sponsor hereby grants to excite a royalty-free, non-exclusive, worldwide license to use, reproduce, distribute, transmit and publicly display the content in accordance with this agreement and to sub-license the content to excites wholly-owned subsidiaries or to joint ventures in which excite participates for the sole purpose of using, reproducing, distributing, transmitting and publicly displaying the content in accordance with this agreement",1.0
"in connection with the foregoing appointment, supplier hereby grants reseller a non-transferable, revocable, limited right to resell, market, promote, stimulate interest in, and solicit orders by customers andor end users in the territory for the products and to provide services in connection with those activities.",0.0
"the contractor maintains insurance, which is in full force and effect, with insurers of recognized financial responsibility of the types and in the amounts generally deemed adequate for its business and, to the best of the contractors knowledge, in line with the insurance maintained by similar companies and businesses; and the contractor has no reason to believe that it will not be able to renew its existing insurance coverage as and when such coverage expires or obtain similar coverage from similar insurers as may be necessary to continue its business at a cost that would not materially and adversely affect the financial condition or business operations of the contractor.",1.0
"in consideration of the payments, through the issuance of securities to ajr as provided for in section 3 hereof, ajr agrees to designate xc as an associate sponsor and the exclusive technology sponsor for wearable computer technology of the team for the season and grants to xc the rights and benefits of such sponsorship as more fully set forth herein.",2.0
"this agreement may be renewed for additional periods of one (1) year (each such additional period, a renewal term) unless either party provides notice of nonrenewal upon not less than  prior written notice to the other party.",0.0
"agreement may be terminated prior to the conclusion of the term by giving written notice of termination: a. by either party as a result of default by the other party under this agreement and failure to cure said default within thirty (30) days after notice of said default is given. b. by either party in the event of insolvency, receivership, voluntary or involuntary bankruptcy or an assignment for the benefit of creditors of or by the affiliate other than in the ordinary course of business. however, affiliate may pledge or otherwise collateralize assets for the purpose of securing commercial loans or lines of credit in the ordinary course of business provided that such pledge is subordinate to an security interest associated with the merchant accounts andor losses from such accounts. c. by affiliate in the event of any changes in the affiliates fee (other than direct pass through increases related to visa and mastercard interchange, fees, assessments and dues, processor communication costs, and other direct increases including terminal hardware). d. by network 1, for cause. for purpose hereof; cause shall consist of (i) fraud, intentional misrepresentation or negligence by affiliate or any contractor located by affiliate in compiling or providing any information submitted to or relied on by network 1 to network 1, whether or not such fraud or misrepresentation is based on a misstatement, omission, a substantive fact, or data; (ii) intentional violations by the affiliate or any contractor(s) located by affiliate of any of the rules or regulations of visa, mastercard, the member bank or network 1; and (iii) the providing of vendor services or merchant services by affiliate or contractor(s) located by affiliate which are competitive with network 1 or without the prior written consent of network 1, contrary to section 1.01 contractors and iv, violation of any clause of network 1 affiliate office agreement and failure to cure such violation within 30 days of notification",2.0
distribution and development agreement,0.0
"in addition, bank of america may, at no additional charge other than the software license fees specified in each product license schedule, (i) install, use, execute and copy the software for any backup, archival and emergency purposes and any internal, non-production bank of america purpose including for test, development, and training; (ii) allow a third party outsourcer or service provider to install, use, execute and copy the software solely in connection with its provision of services to bank of america, provided that such use does not extend to providing services to others; and (iii) transfer the software to any other platform or installation site replacing that on which it was previously installed.",0.0
this agreement between hemispherx and scien shall be in effect beginning the last date of execution set forth on the signature page to the agreement (the effective date) to which this quality agreement is exhibit 2 and remain in effect until hemispherx and scien terminate the agreement or it is superseded by a revised quality agreement executed by both parties.,0.0
"neither party will assign any of its rights or obligations under this agreement without the prior written consent of the other party, such consent not to be unreasonably, conditioned, withheld or delayed.",0.0
"sap africa, sap ag and their licensors, shall not be liable for any claims, liabilities and costs, including attorneys fees, reasonably incurred in the defence of any claim (other than for the infringement of intellectual property rights specified in clause 10. 3 above), arising out of telkoms unauthorised use of the software, documentation, third-party database and sap africa proprietary information, licensed under this agreement provided that sap africa promptly notifies telkom in writing of such claim and that telkom is permitted to control fully the defence and any settlement of such claim.",2.0
"customer may, without manufacturers consent, assign the rights and obligations of this agreement (i) on a product-by-product basis, to a third party in connection with a bona fide transfer, sale or divestiture of all or substantially all of its business to which such product relates or in the event of such businesss spin-off, merger or consolidation with another company or business entity or (ii) to any third party which acquires or succeeds to all or substantially all of the assets of the business of customer to which this agreement and the facility addenda relate (including in connection with such businesss spin-off, merger or consolidation with another company or business entity).",0.0
this agreement shall be construed in accordance with the laws of the district of columbia.,0.0
"(c) by the consultant electing to give the company notice, in the event that there occurs a change of control (as defined below) within six (6) months of the effective date of such change of control, and if the consultant so elects to terminate this agreement, then the consultant will be immediately entitled to a termination payment equal to cdn750,000;",2.0
"except (i) in the event of the fraud of a party or of a partys breach of its obligations under article 7 (intellectual property) or article 10 (confidentiality), or (ii) to the extent any such damages are required to be paid to a third party as part of a claim for which a party provides indemnification under this article 9, neither party nor any of its affiliates or sublicensees shall be liable to the other in contract, tort, negligence, breach of statutory duty or otherwise for any indirect, incidental, consequential, special, punitive, remote, exemplary or speculative damages or other damages that are not probable and reasonably foreseeable and irrespective of whether that party or any representative of that party has been advised of, or otherwise might have anticipated the possibility of, any such loss or damage; provided, for clarity, .",2.0
"thereafter, this agreement will renew automatically from year to year unless cancelled in writing by either party giving the other written notice of such cancellation a minimum of 60 days before the end of the then current term.",1.0
hemispherx will have the option at any time to buy out this agreement.,2.0
"the rights granted under such agreements shall be included as exceptions to the exclusivity of intricons license grant, if such agreements are executed by dynamic hearing and the third party before january 1, 2009.",2.0
"for ninety (90) days after delivery of a product to distributor, developer warrants that media upon which the products are delivered shall be of good quality and workmanship.",1.0
"if for any reason, integrity and tl are subject to lower free goods limits by any third party license, the foregoing shall be adjusted to comply with any such license(s).",2.0
maimon agrees during the term of this agreement not to accept work or enter into a contract or accept an obligation inconsistent or incompatible with maimons obligations under this agreement or with the scope of services to be rendered for the company,2.0
"ceis hereby grants xfn and its affiliates a non-exclusive license (free of all third-party liens, claims and encumbrances) to, and to permit others to, during the term in the peoples republic of china: (a) store or cache the content in one or more host computers controlled directly or indirectly by xfn or its affiliates; (b) adapt, translate, modify, reproduce, copy, amend, revise or encode the content; and (c) publish, broadcast, distribute, re-distribute, transmit, display, make available to the public or otherwise exploit the content in any manner by any device or in",1.0
"the sole remedy of the issuer, the indenture trustee, the owner trustee, and the secured parties for any extension, modification, amendment, cancellation or waiver of a receivable or any terms thereof under section 3.2(b) or a breach of the covenants made by the servicer in section 3.2(c) or (d) is the servicers acquisition of the receivables, as described under this section 3.3.",2.0
"company agrees that it will not file, during the contract period or afterward, any application for trademark registration or otherwise obtain or attempt to obtain ownership of any trademark or trade name within the contract territory or in any other country of the world which consists of the nfla identification or any mark, design or logo intended to obtain any rights to the name of the nfla or to identify products as being endorsed b the nfla.",2.0
"the sponsor will not, at any time after the effective date, dispute or contest, directly or indirectly, anthemics exclusive ownership in their respective trademarks.",2.0
"notwithstanding any other provision of this agreement, mmt may at any time terminate this agreement on country-by-country basis, or in its entirety, upon  months prior written notice to siga.",2.0
"neither party shall be liable to the other party for any direct, indirect, consequential, incidental, special, punitive or exemplary damages arising out of or relating to the 9 suspension or termination of any of its obligations or duties under this agreement by reason of the occurrence of force majeure. in the event that force majeure has occurred and is continuing for a period of at least six (6) months, the other party shall have the right to terminate this agreement upon thirty (30) days notice.",2.0
"accordingly, you shall not sell, assign, transfer, convey, give away, mortgage or otherwise encumber any direct or indirect interest in the franchise without the prior written consent of airsopure.",0.0
"in consideration for the rights, services and benefits granted by north hereunder, company agrees to pay north a non-refundable guaranteed service fee and marketing retainer (hereinafter referred to as guaranteed fee) of fifty-five thousand dollars (55,000usd) in contract year 2011 and seventy thousand dollars (70,000usd) in contract year 2012.",1.0
product manufacturing agreement,0.0
"the joint venture is a fixed term joint venture beginning november 27, 2018 and ending november 30th, 2019 or as otherwise provided in this agreement.",0.0
either consultant or company may terminate this agreement upon prior written notice thereof to the other party.,2.0
"this agreement shall be governed by, and its provisions enforced in accordance with, the laws of the state of ohio, without regard to its principals of conflicts of laws.",0.0
"upon expiry of the initial term, this agreement  unless a notice of non-renewal is given by either party to the other party  prior to the expiry of the initial term or the end of a renewal period, if any.",1.0
"shbv agrees not to engage in business dealings, discussions, or otherwise work directly with any third parties introduced to shbv through w2e, or to exploit any pre-existing relationship of w2e with any third party that has been represented to shbv by w2e, without the prior consent andor direct participation of w2e.",2.0
"the term of this agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.",0.0
"if the village media company does not exercise its right of first refusal, pfhof shall have the right to grant a license with respect to such third party on the same terms originally provided to the village media company.",1.0
in the event that endorser shall agree to produce the training video (such decision shall be made by the endorser exercisable in his sole discretion) and products (other than the licensed products) are featured and sold in connection with such training video then endorser shall receive ten percent (10%) of net sales (as defined below) from the sale of any products other than the licensed products featured and sold directly in conjunction with the training video.,1.0
"bp shall then have an optional prior right, for a period of fifteen (15) days after receipt of such written notice, to purchase for the stated consideration on the same terms and conditions the interest which company proposes to sell.",1.0
"the following events shall constitute source code access conditions: (i) d2s insolvency, general assignment for the benefit of creditors, or ceasing to do business, or (ii) d2s failure or inability to meet its warranty, maintenance and support obligations under article 6, or its warranty obligations under article 8.3, within fifteen days after written notice by licensee to d2 of d2s failure to meet such obligations, or (iii) termination of this agreement by licensee pursuant to articles 9.3 and 9.4, or (iv) as needed by licensee for fault isolation.",1.0
effective date shall be the date of the last signature on the last page of this agreement.,0.0
this agreement shall be binding on the parties as of the date hereof and is to be construed in accordance with and governed by the internal laws of the state of delaware without giving effect to any choice of law rule that would cause the application of the laws of any jurisdiction other than the internal laws of the state of delaware to the rights and duties of the parties.,0.0
"in consideration for such training, trade secrets and confidential information, you and your principals agree that during the term of this agreement, and for a continuous uninterrupted period commencing upon expiration or termination of this agreement, regardless of the cause for termination, and continuing for a period of three (3) years thereafter, neither you nor your principals shall, directly or indirectly, for themselves, or through, on behalf of, or in conjunction with any person, persons, partnership, limited liability company or corporation: 7.1.1 divert or attempt to divert any business or customer of the franchised business or any unit franchisee anywhere, by direct or indirect inducement or otherwise, or do or perform, directly or indirectly, any other act injurious or prejudicial to the goodwill associated with our proprietary marks or the system.",1.0
"this agreement and all disputes arising out of or related to this agreement or any breach hereof shall be governed by and construed in accordance with the laws of the state of new york, without giving effect to any choice of law principles that would result in the application of the laws of any other jurisdiction.",0.0
each party shall provide a certificate of insurance (or evidence of self-insurance) evidencing such coverage to the other party upon reques,1.0
"this _____ day of _________, 20___",0.0
"notwithstanding the above, intuit may include editorial content or tools about or from a client competitor and include client competitors in directory listings.",2.0
"the association will also shareretweet up to three (3) social media posts on facebook, twitter and instagram-one before national get fit dont sit day, one on may 2 and one after the campaign.",2.0
you agree that we have the right to use your data as part of our earnings claim in our franchise offering circular.,0.0
"the term shall begin on the date hereof and shall expire december 31, 2023, subject to early termination pursuant to the terms of section 19. flotek, may, by written notice given to fcc on or before september 30, 2023, elect for the term to be extended to december 31, 2024.",0.0
"customer may terminate this agreement (including all service option attachments) or any service option attachment (with the exception of any service option attachment that is a prerequisite for the provision of services under a non-terminated service option attachment) for convenience at the end of any calendar month by: a. providing at least one months prior written notice to ibm; and b. paying the applicable early termination charges, if any, specified in attachment a and applicable service option attachments.",2.0
license and development agreement,0.0
"neither party may assign this agreement or any of the rights hereunder or delegate any of its obligations hereunder, without the prior written consent of the other party, and any such attempted assignment shall be void, except that bank of america or any permitted bank of america assignee may assign any of its rights and obligations under this agreement (including, without limitation, any individual order) to any bank of america affiliate, the surviving corporation with or into which bank of america or such assignee may merge or consolidate or an entity to which bank of america or such assignee transfers all, or substantially all, of its business and assets.",0.0
(vi) ehave undergoes a change of control or is a party to a merger or amalgamation;,2.0
"during the term of the agreement, and for  years thereafter, msl agrees to keep all usual and proper records and books of account and all usual and proper entries relating to each ms software image sufficient to substantiate the number of copies of ms software image packages acquired and placed into product packages, the number of copies of ms software images installed, and the number of products distributed by msl.",1.0
the term will be 3 years from effective date with an automatic 2 year term extensions unless otherwise advised by one of the parties.,1.0
"(each a party, collectively, the parties).",0.0
"the companys sole and exclusive liability and mbes sole and -------- exclusive remedy for breach of the representations and warranties set forth in this section 11 shall be, at the companys election, to either (i) use its best efforts to make the service perform in accordance with the specifications in all material respects as soon as reasonably practicable, or (ii) return the fees paid by mbe and mbe centers for the service in which case mbe would have the right to either terminate the entire agreement or the portions of the agreement affected by breach of the representation and warranties.",2.0
the company shall produce no less than forty (40) original episodes of the show per year,1.0
"excite will not permit the display of advertising banners, promotional buttons, promotional links or other promotional materials for any retail sale of music products on the excite site, except those music products offered by sponsor, nor advertising by any other retail music store.",2.0
"capital resources shall receive the following compensation for its services hereunder: (a) (i) a marketing fee in the amount of (x) two percent (2.0%) of the aggregate dollar amount of all shares sold in the subscription and public offerings, excluding sales made through broker assisted purchases or by other nasd member firms participating in the subscription and public offerings pursuant to the selected dealers agreement, if any (for which capital resources compensation shall be pursuant to sub-paragraph (ii)) and excluding shares sold to the associations employee stock ownership plan, directors, officers or employees and any member of such persons immediate family (defined to include children, spouse, parents, grandparents and grandchildren); (ii) a management fee in the amount of one percent and one-half (1.5%) of the aggregate dollar amount of shares sold through broker assisted purchases or through selected dealers, if any.",1.0
"in the event that hdi fails to have the site fully operational within seventy (70) days from the date of this agreement, the company shall have the right to terminate this agreement without penalty.",1.0
"fcc shall be obligated to accept all such purchase orders unless the amount ordered for a year exceeds the maximum quantity, or orders for a particular quarter exceed  pounds or exceed the flotek forecast for that quarter by more than 25%, provided, however, that, in such event, fcc shall communicate flotek of the time period that will be required to satisfy such order assuming fcc endeavors to satisfy such order as soon as practicable, and flotek shall inform fcc within ten (10) days of such communication whether it will order such terpene product pursuant to the revised delivery terms.",2.0
wireless content license agreement number 12965,0.0
"in addition, cht may terminate this agreement and the rights granted hereunder, in whole or in part, and without prejudice to enforcement of any other legal right or remedy (including any express termination right set forth elsewhere in this agreement), at any time without cause, by providing at least thirty (30) business days prior written notice to ehave, but subject to payment of a termination fee equal to an amount set out in schedule 6.",2.0
"except as otherwise expressly provided under this agreement, customer shall have no right, and customer specifically agrees not to: (i) transfer, assign or sublicense its license rights to any other person or entity, or use the software on unauthorized or secondhand cisco equipment, and customer acknowledges that any attempted transfer, assignment, sublicense or use shall be void;",0.0
intellectual property agreement,0.0
"consultant agrees that if, in the course of performing the services, consultant incorporates into any invention developed hereunder any invention, improvement, development concept, discovery or other proprietary subject matter owned by consultant or in which consultant has an interest (item), consultant will inform company in writing thereof, and company is hereby granted and shall have a non-exclusive, royalty-free, perpetual, irrevocable, worldwide license to make, have made, modify, reproduce, display, use and sell such item as part of or in connection with the exploitation of such invention.",0.0
the appointment may be terminated by either party giving the other at least 12 months notice in writing.,0.0
"customers sole and exclusive remedy and the entire liability of cisco and its suppliers and licensors under this limited warranty will be, at ciscos option, repair, replacement,",2.0
"gulf oil and gulf india each agree during the non-compete period not to acquire, directly or indirectly, control of any businesses involved in, or otherwise competing with, the business of the combined business from any entity on schedule 1 hereto.",2.0
"within  after the effective date of such termination for termination products for which regulatory approval has been obtained prior to the effective date of such termination or  for other termination products (or as promptly as practical thereafter, if such period is not practical under applicable law), sanofi shall transfer and assign to revmed all regulatory approvals relating to such termination products, and, to the extent not previously provided to revmed, transfer other regulatory materials including data from preclinical, non-clinical and clinical studies conducted by or on behalf of sanofi, its affiliates or sublicensees on such termination products and all pharmacovigilance data (including all adverse event databases) on such termination products",1.0
"except for indemnification obligations due to liabilities to third parties, notwithstanding any provision contained in this agreement to the contrary, no party to this agreement will be liable to any other party to this agreement for any incidental, indirect, special, consequential or punitive damages (including damages for loss of use, power, business good will, revenue or profit, nor for increased expenses, or business interruption) arising out of or related to the performance or non performance of this agreement unless the damages arose due to a partys gross negligence or willful breach of this agreement.",2.0
"additionally, the distributor shall provide jrvs with its audited financial statements within three (3) months of the end of its fiscal year.",1.0
"the agreement shall end on the end date without any further action, unless otherwise provided under this agreement.",0.0
"the term of this agreement (the term) shall commence as of april 1, 2018 (the effective date) and shall expire upon the later of: (a) the conclusion of the 202223 nfl season and (b) the last day in february, 2023 (such expiration date, the scheduled expiration date), unless sooner terminated pursuant to the terms of this agreement.",0.0
"unless otherwise terminated as provided herein, the initial term of this agreement shall be three (3) years from the effective date and shall thereafter be automatically renewed for subsequent one (1) year periods unless either party notifies the other in writing of its election not to renew the agreement at least one hundred twenty (120) days prior to the expiration of the then-current term.",1.0
"subject to the terms and conditions hereof, sponsor hereby represents and warrants that it has the power and authority to grant, and does hereby grant to drkoop.com a non-exclusive, non-transferable, royalty-free, worldwide license to reproduce and display all logos, trademarks, trade names and similar identifying material relating to sponsor (the sponsor marks) solely in connection with the promotion, marketing and distribution of the parties and the sites in accordance with the terms hereof, provided, however, that drkoop.com shall, other than as specifically provided for in this agreement, not make any specific use of any sponsor mark without first submitting a sample of such use to sponsor and obtaining its prior consent, which consent shall not be unreasonably withheld.",0.0
capital resources may terminate this agreement by giving the notice indicated below in this section at any time after this agreement becomes effective as follows:,2.0
transportation service agreement,0.0
"without limiting the foregoing, but subject to the restrictions set forth in section 2.5 hereof, bank of america may: (x) sublicense its rights granted herein to its third party contractors for the purpose of their performing services for bank of america and its affiliates (which services may include, without limitation, altering, modifying, enhancing and improving the software and creating derivatives to the software), provided that such third party contractors have entered into a written agreement containing commercially standard confidentiality provisions requiring them to maintain the source code to the licensed programs securely and in confidence (subject to commercially standard exceptions), prior to having access to the source code for the software: (y) sublicense its rights in the software excluding any rights in the source code, to its end user customers as necessary for bank of america to provide services to such end user customers; and (z) host the software on its systems (or allow a third party to host the software on its behalf) and make the software available for use by its end user customers through the internet or other similar means.",0.0
"license, development and commercialization agreement",0.0
"without party as permission in writing, party b may not disclose or sublicense the program content to any third party, except for the program content related to party b business.",0.0
"the parties agree that this agreement shall be governed by and construed in accordance with the laws of the state of arizona without regard to conflicts of law provisions thereof or any other applicable law and that exclusive venue shall be in the federal or state courts located in maricopa county, arizona.",0.0
"further, subject to and without limiting the indemnification obligations of each party with respect to third party actions under sections 12.1 and 12.2, and except with respect to liability arising from breach of section 9.1 by a party or arising from the gross negligence or willful misconduct of a party, each partys aggregate liability to the other party for all cases and controversies arising out of the subject matter of this agreement, regardless of the cause of action and whether brought in contract, tort (including negligence), strict liability or otherwise, will be limited to .",2.0
"this agreement will be effective as of the date of its execution, and term of the cooperation will be four years from the date on which the channel is uploaded.",0.0
"if the agreement is terminated during the initial term by paperexchange pursuant to section 8.2 termination for cause, verticalnet shall pay to paperexchange, as liquidated damages, an amount equal to the product determined by multiplying (1) a fraction, the numerator of which shall be the number of days between the effective date of termination and the scheduled expiration date of the initial term, and the denominator of which shall be the number of days",2.0
"this agreement shall be governed by, and construed and enforced in accordance with, the laws of the state of california and the laws of hong kong.",0.0
"if dialog decides to discontinue sales of any product, it will notify energous at least  prior to such discontinuance, and following such notification, the exclusivity rights, if any, associated with that product will cease; provided, however, this provision will not apply in the event that dialog continues sales of product updates, repackaged product dies or mcms.",2.0
"in the event of any breach of this agreement, the sole remedy of the non-breaching party will be to seek monetary damages or equitable relief, including specific performance, as provided in article vii, that does not involve a rescission or termination of any of the provisions of this agreement (including the license rights provided in this article iii), and each party irrevocably waives the right to seek any termination or rescission of any such provisions or rights.",2.0
"this agreement will commence on the effective date and continue for an initial term of five (5) years, and will automatically renew for additional periods of five (5) years unless one party notifies the other of its intention not to renew, no less than 12 months prior to the expiration of the then-current term, unless terminated as permitted under this agreement.",0.0
"for sales of amr product suites by lkpl, other than sales to datamatic as defined above: lkpl shall pay axiometric the higher of: a) five-percent (5%) of the gross proceeds or b) twenty-percent (25%) of the net proceeds",1.0
software license and maintenance agreement,0.0
"in the alternative, if licensor is not the sole and exclusive owner of all of the foregoing intellectual property rights to the content, licensor has been granted by the owner or rightful sub-licensee of the intellectual property of the content the right to grant the rights provided by licensor to plan_b under this agreement.",0.0
"this agreement may not be assigned by either party without the prior written consent of the other party; provided, however that either party may assign this agreement, in whole or in part, to any of its affiliates if such party guarantees the performance of this agreement by such affiliate; and provided further that either party may assign this agreement to a successor to all or substantially all of the assets of such party whether by merger, sale of stock, sale of assets or other similar transaction",0.0
scien will have six 6) months after the date of this agreement to purchase at least 50 vials to be used by the moh in treating patients with mers.,1.0
"if the option is exercised before the expiration of the option period, the license grants set forth in articles 3.00 and 3.01 will become exclusive to investor for a perpetual term, shall not be subject to a licensing fee, the granted licenses in favor of the investor shall be deemed fully paid-up, and the rights granted to investor under articles 3.00 and 3.01 shall include the right to grant sublicenses to third parties.",2.0
"neither party may assign or transfer this agreement or any rights or obligations hereunder without the prior written consent of the other party, except that a party may make such an assignment without the other partys consent to its affiliates or to a third party successor of, or transferee to, assets of such party to which this agreement relates, whether in a merger, sale of stock, sale of assets or other transaction.",0.0
"after the initial term, unless terminated, this agreement will automatically renew for periods of one (1) calendar year each.",1.0
"in addition, and conditional on completion of a transaction on terms set out below, you will be granted a second option under the option plan, such option being one of: (a) an option to acquire 44,757 shares (representing approximately 0.25% of the companys issued share capital as at the effective date) granted as soon as practicable following the completion of a transaction approved by the board on terms which include an upfront payment of at least usd30,000,000 and per product downstream milestone payments of at least usd300,000,000; or (b) an option to acquire 22,378 shares (representing approximately 0.125% of the companys issued share capital as at the effective date) granted as soon as practicable following the completion of a transaction approved by the board on terms which include an upfront payment of usd24,000,000 and per product downstream milestone payments of usd240,000,000; or (c) an option to acquire such number of shares (falling between 0.125% and 0.25% of the companys issued share capital as at the effective date as the board shall determine in its absolute discretion) granted as soon as practicable following completion of a transaction approved by the board on terms which include an upfront payment greater than usd24,000,000 but less than usd 30,000,000, and per product downstream milestone payments greater than usd240,000,000 but less than usd 300,000,000.",1.0
"with respect to any documentation, technical or confidential business information andor software relating to the equipment (collectively, software), the purchase order will grant lessor a license to use the software and will allow lessor to grant a sublicense to the company to use such software pursuant to the lease and will allow lessor to grant a sublicense to a third party after a termination or the expiration of the lease in the event the company does not elect to exercise any purchase option that may be provided for in the lease;",1.0
"telkom is licensed to install at the designated site no more than 1 (one) copy of the software on the designated unit utilised for testing and backup purposes the designated unit utilised for testing and backup purposes of the software, must be of the same type as those used at the designated site for use.",2.0
"to the extent that a delivery is less than  but at least  of the amount set out on the relevant purchase order, vericel shall accept such delivery and shall be entitled, (a) where commercially reasonable for vericel, to vary the delivery date agreed between vericel and mediwound in accordance with section 2.8 for the immediately following shipment(s) of the applicable product due to the acceptance of such delivery, and (b) to increase subsequent purchase orders with the applicable shortage quantities.",1.0
the amount of expansion capacity available for volume commitments pursuant to this section 6.6 shall not exceed ninety percent (90%) of the total expansion capacity.,2.0
this agreement may be terminated as follows:,2.0
the license granted hereunder is specific to the usa mco and may not be assigned by any act of the usa mco or by operation of law unless with the written consent of imedicor.,0.0
"this agreement shall be automatically renewed for successive three (3) year terms thereafter (each a renewal term and together with the initial term, the term) until and unless (i) either party provides the other party written notice of non-renewal no later than ninety (90) days prior the end of the initial term or any renewal term or (ii) earlier terminated as provided in this article 11.",0.0
"solely to the extent necessary to enable contractor to provide the services in accordance with the terms herein, the company hereby grants contractor a royalty-free, non-exclusive sublicense, without the right to grant further sublicenses, under any and all applicable trademarks and other intellectual property owned or controlled by or licensed to the company or any of its affiliates to provide, during the term of this agreement, the services in respect of the products in the territory.",1.0
